animal_type,symptoms,disease_name,disease_category,recommended_medicines,Primary Intervention (First Aid),Secondary Intervention (Medical Therapy)
cow,"ketone body positive urine in fresh cow, loss of body condition, bilateral alopecia on rump",Subclinical Ketosis,Metabolic,"Propylene glycol 300ml BID x 5 days, Monensin slow-release capsule prevention, Energy-dense diet, Monitor BHBA weekly fresh cows",Keep the animal warm and still; offer small amounts of water; monitor breathing rate and gum colour.,"Pharmacological therapy as determined by veterinary assessment; adjust based on body weight, severity, and diagnostic findings."
cow,"multiple abortions in herd, Neospora caninum ELISA positive, vertical transmission suspected",Neospora Abortion (Herd Level),Parasitic,"No treatment, Test herd, Cull seropositive cows with multiple abortions, Prevent dog access to cattle feed, Consider Neospora vaccine",,
cow,"calf born with multiple limb deformities, arthrogryposis, dam vaccinated with modified live BVD during pregnancy",Arthrogryposis (In-utero BVD Damage),Viral/Congenital,"No treatment, Euthanasia if unable to stand, Prevent: do not vaccinate with MLV BVD in pregnancy, Use inactivated vaccine",,
cow,"sun-bleached hair coat, copper-deficient appearance, watery eyes, ill thrift, reduced fertility",Molybdenosis (Secondary Copper Deficiency),Nutritional/Metabolic,"Injectable copper (Coppermax), Reduce molybdenum in feed, Copper sulfate mineral lick, Soil and pasture analysis for Mo/Cu ratio",,
cow,"obese dry cow, body condition 4.5/5, at risk of metabolic disease at calving, management needed",Overconditioned Dry Cow Syndrome,Metabolic/Nutritional,"Gradual weight reduction before dry-off, Far-off dry cow diet (straw-based), Propylene glycol preventive post-calving, Monitor BHBA","Offer balanced food in small, frequent portions; ensure fresh water is available; weigh the animal daily if possible.","Pharmacological therapy as determined by veterinary assessment; adjust based on body weight, severity, and diagnostic findings."
cow,"cow with pregnancy toxaemia, twin-bearing ewe converted to cow context, ketosis in late pregnancy beef cow",Pregnancy Toxaemia (Beef Cow),Metabolic,"IV Dextrose 500ml 50%, Propylene glycol 300ml BID, Dexamethasone to induce calving if near term, Corticosteroids, Nutritional review",,
cow,"prolapsed prepuce in beef bull, swollen and ulcerated, unable to retract",Preputial Prolapse,Reproductive/Surgical,"Hypertonic saline packs to reduce swelling, Manual reduction, Purse-string suture, Surgical preputiotomy, Anti-inflammatory dexamethasone",Keep the animal calm and warm; do not attempt manual intervention; transport to a vet promptly.,"Fluid therapy (e.g., Crystalloid IV, Ringer's Lactate); Corticosteroid therapy (e.g., Prednisolone); Surgical intervention (based on clinical assessment). Final selection based on clinical assessment."
cow,"acute liver disease, photosensitization, jaundice, elevated GGT, ingestion of toxic ragwort plant",Ragwort Poisoning (Pyrrolizidine Alkaloid),Toxicological/Hepatic,"No specific antidote, Supportive SAMe, Milk thistle, Remove from ragwort-contaminated pasture, Prognosis poor if advanced liver damage",,
cow,"foreign body penetration of eye by thorn, corneal ulcer, hypopyon, partial blindness developing",Corneal Ulcer with Hypopyon,Ophthalmological/Traumatic,"Flush eye with saline, Remove foreign body, Subconjunctival Penicillin, Topical Oxytetracycline, Atropine 1%, Eye patch, NSAIDs",Apply gentle direct pressure to any bleeding wound with a clean cloth; immobilise injured limb; keep warm and still during transport.,"Fluid therapy (e.g., Crystalloid IV, Ringer's Lactate); NSAID analgesic therapy (e.g., Meloxicam, Carprofen); Anticholinergic/Cholinergic therapy (e.g., Atropine). Final selection based on clinical assessment."
cow,"chronic wasting, weight loss, pot-bellied appearance, progressive weakness, Johne's disease ELISA strongly positive",Advanced Johne's Disease,Bacterial (Mycobacterium),"No treatment effective - euthanasia for welfare, Ensure calf colostrum from healthy cows only, Test and cull program, Johne's control plan",Clean any visible wounds with mild antiseptic; isolate from other animals; prevent the animal from licking affected areas.,"Pharmacological therapy as determined by veterinary assessment; adjust based on body weight, severity, and diagnostic findings."
cow,"leptospirosis abortion in autumn, few weeks after silage making, leptospira hardjo common in UK",Leptospirosis (Hardjo) Abortion,Bacterial/Zoonotic,"Streptomycin 25mg/kg IM single dose whole herd, Leptavoid-H vaccination annually (2-dose primary), Avoid contaminated water, Rodent control",,
cow,"pelvic fracture after slipping on ice, cow down, unable to rise, grinding sensation on pelvic palpation",Pelvic Fracture,Orthopedic/Traumatic,"Deep bedding, Hip lifters or floatation, NSAIDs, Assess severity, Prognosis depends on nerve involvement, Euthanasia if non-responsive in 7-10 days",Immobilise with a padded splint or rolled towel; do not try to reset; keep the animal still during transport.,"NSAID analgesic therapy (e.g., Meloxicam, Carprofen). Final selection based on clinical assessment."
cow,"summer mastitis in dry heifer, teat blocked with thick pus, peracute onset, fly season",Dry Heifer Summer Mastitis,Bacterial/Mammary,"Penicillin G 44,000 IU/kg IM BID x 7 days, Intramammary benzylpenicillin via teat, Fly repellent topical, Delta cypermethrin pour-on, Teat sealant prevention",Clean any visible wounds with mild antiseptic; isolate from other animals; prevent the animal from licking affected areas.,"Pharmacological therapy as determined by veterinary assessment; adjust based on body weight, severity, and diagnostic findings."
cow,"somatic cell count elevated >200,000 for 3 consecutive recordings in one cow, no clinical signs",Elevated SCC / Sub-clinical Mastitis,Bacterial/Mammary,"Culture milk sample, Intramammary dry cow therapy at dry-off, Teat sealant, Investigate management factors, Cull if chronic",Clean any visible wounds with mild antiseptic; isolate from other animals; prevent the animal from licking affected areas.,"Pharmacological therapy as determined by veterinary assessment; adjust based on body weight, severity, and diagnostic findings."
cow,"teat canal injury, callous formation at teat orifice, increased SCC, milking machine trauma",Teat End Injury,Mechanical/Mammary,"Review milking machine function, Reduce vacuum, Post-milking teat dip emollient, Zinc oxide barrier teat dip, Remove from milking if severe",Keep the animal calm and warm; restrict movement; monitor vital signs; transport to a veterinary clinic promptly.,"Pharmacological therapy as determined by veterinary assessment; adjust based on body weight, severity, and diagnostic findings."
cow,"acute summer mastitis in in-calf dry cow in field, thick cream-colored pus, Trueperella pyogenes",Trueperella pyogenes Mastitis,Bacterial/Mammary,"Penicillin G 44,000 IU/kg BID, Strip quarter via cannula, Intramammary Benzylpenicillin, Fly control (Cypermethrin pour-on), Teat sealant next year",Clean any visible wounds with mild antiseptic; isolate from other animals; prevent the animal from licking affected areas.,"Pharmacological therapy as determined by veterinary assessment; adjust based on body weight, severity, and diagnostic findings."
cow,"herd mastitis audit shows >30 new clinical cases per 100 cows per year, investigation required",Herd Mastitis Audit,Bacterial/Herd Health,"5-point mastitis control plan review, Teat dip bacteriology, Machine test, Dry cow therapy optimization, Records analysis",Clean any visible wounds with mild antiseptic; isolate from other animals; prevent the animal from licking affected areas.,"Pharmacological therapy as determined by veterinary assessment; adjust based on body weight, severity, and diagnostic findings."
cow,"Streptococcus uberis mastitis in many cows, same strain on PCR typing, environmental contamination",Environmental Streptococcal Mastitis,Bacterial/Mammary,"Intramammary Pirlimycin or Amoxicillin, Clean dry bedding, Post-milking teat dip, Blanket dry cow therapy, Consider Strep uberis vaccine",Clean any visible wounds with mild antiseptic; isolate from other animals; prevent the animal from licking affected areas.,"Broad-spectrum antibiotic therapy (e.g., Amoxicillin-Clavulanate). Final selection based on clinical assessment."
cow,"hoof trimming reveals deep sepsis at sole ulcer site, P3 joint involvement, very severe lameness",Complicated Sole Ulcer (Septic P3),Orthopedic/Bacterial,"Digit amputation surgery under epidural, Regional IV antibiotic perfusion, Long-term Penicillin G, Prognosis guarded",,
cow,"newly calved heifer with laminitis signs, flat soles, red discoloration, painful hoof trimming",Peracute Laminitis (Post-calving),Metabolic/Orthopedic,"NSAIDs (Meloxicam 0.5mg/kg), Deep bedding, Restrict concentrate, Review transition diet, Wooden hoof block for relief",,
cow,"extensive lesions of digital dermatitis not responding to oxytetracycline, Treponema resistance",Refractory Digital Dermatitis,Bacterial/Foot,"Salicylic acid paste bandage, Lincomycin bandage, Copper sulfate bandage, Review foot bath program, Increase foot bath frequency",Clean any visible wounds with mild antiseptic; isolate from other animals; prevent the animal from licking affected areas.,Wound management and bandaging. Final selection based on clinical assessment.
cow,"spiral hoof deformity in Friesian-Holstein cows, multiple animals, genetic predisposition herd",Corkscrew Claw (Herd Problem),Congenital/Orthopedic,"Regular 6-monthly hoof trimming, Genetic selection against trait, Biotin 20mg/day, Culling severely affected animals",,
cow,"septic pedal joint after toe ulcer progressed, draining sinus, very reluctant to weight-bear",Septic Pedal Joint (Coffin Joint),Bacterial/Orthopedic,"Digit amputation or joint resection, Penicillin G + Gentamicin, Regional limb perfusion, NSAIDs, Early surgery best prognosis",,
cow,"post-calving hypocalcemia leading to secondary prolapsed uterus, cow very weak",Uterine Prolapse Secondary to Hypocalcaemia,Metabolic/Reproductive,"IV Calcium borogluconate first, Then epidural + replace prolapse, Oxytocin post-replacement, Penicillin G, Suture vulva temporarily",Keep the animal warm and still; offer small amounts of water; monitor breathing rate and gum colour.,Electrolyte correction therapy (based on blood panel). Final selection based on clinical assessment.
cow,"cow not detected in heat by stockperson, missed inseminations, poor heat detection efficiency",Poor Estrus Detection Rate,Reproductive/Management,"Tail painting program, Kamar heat detectors, Electronic activity monitors, Bull with chin-ball harness, Synchronization protocol",Keep the animal calm and warm; do not attempt manual intervention; transport to a vet promptly.,"Pharmacological therapy as determined by veterinary assessment; adjust based on body weight, severity, and diagnostic findings."
cow,"multiple cows with vaginal discharge 30-60 days post-calving, cytological endometritis on uterine wash",Subclinical Endometritis,Reproductive,"Intrauterine Cephapirin 500mg (Metricure) at 3-4 weeks post-calving, Review dry period management, GnRH if anovulatory",Keep the animal calm and warm; do not attempt manual intervention; transport to a vet promptly.,"Pharmacological therapy as determined by veterinary assessment; adjust based on body weight, severity, and diagnostic findings."
cow,"heifer aborting at 6 months gestation, Campylobacter fetus isolated from fetal stomach content",Campylobacteriosis Abortion,Bacterial/Reproductive,"Streptomycin 25mg/kg IM, Penicillin G, Campylobacter vaccination of herd, Use AI rather than natural service, Test bulls",Clean any visible wounds with mild antiseptic; isolate from other animals; prevent the animal from licking affected areas.,"Pharmacological therapy as determined by veterinary assessment; adjust based on body weight, severity, and diagnostic findings."
cow,"dam showing aggressive behavior, not bonding with calf after caesarean section, management needed",Post-Caesarean Bonding Failure,Behavioral/Reproductive,"Allow dam to lick calf dry, Restrain dam safely during calf feeding, Oxytocin 20 IU IM to facilitate bonding, Patience - try multiple times",Keep the animal calm and warm; do not attempt manual intervention; transport to a vet promptly.,"Pharmacological therapy as determined by veterinary assessment; adjust based on body weight, severity, and diagnostic findings."
cow,"acute onset respiratory distress in housed calves, frothy nasal discharge, Bovine RSV outbreak",BRSV Outbreak in Calf Housing,Viral/Respiratory,"NSAIDs all affected calves, Metaphylactic Tulathromycin, Bronchodilators (Clenbuterol), Improve ventilation urgently, Emergency BRSV vaccination if available",Isolate the animal; keep warm and calm; offer small amounts of water to prevent dehydration; do not force-feed.,"NSAID analgesic therapy (e.g., Meloxicam, Carprofen); Bronchodilator/Nebulization therapy. Final selection based on clinical assessment."
cow,"chronic heaves in adult cow, expiratory grunt, barrel chest, allergic to hay dust",Extrinsic Allergic Alveolitis (Farmer's Lung equivalent),Allergic/Respiratory,"Remove from hay dust environment, Dexamethasone 20mg IM, Bronchodilator, Feed silage rather than dry hay, NSAIDs",,
cow,"necrotic laryngitis in calf, harsh breathing, unable to make sound, diphtheritic membrane visible",Necrotic Laryngitis (Calf Diphtheria),Bacterial,"Penicillin G 44,000 IU/kg QID, Oxytetracycline IV 20mg/kg, Emergency tracheotomy if obstructed, NSAIDs, Prognosis fair if treated early",,
cow,"allergic pneumonia in cattle after housing on moldy hay, acute onset breathing difficulty",Atypical Interstitial Pneumonia (Mould-Related),Allergic/Respiratory,"Dexamethasone 20mg IM, Remove from moldy hay, NSAIDs, Bronchodilators, Move to silage feeding, Antihistamine Promethazine",,
cow,"pleuritis after untreated pneumonia, pain on lateral thoracic pressure, muffled breath sounds",Pleuritis (Secondary to Pneumonia),Bacterial/Respiratory,"Penicillin G 22,000 IU/kg BID x 14+ days, NSAIDs, Pleurocentesis if large effusion, Prognosis depends on chronicity",,
cow,"transition cow with low blood calcium and concurrent ketosis, fresh cow down after calving",Milk Fever with Concurrent Ketosis,Metabolic,"IV Calcium borogluconate first, Then IV Dextrose 500ml 50%, Propylene glycol 300ml BID, Monitor BHBA, Vitamin B12 injection",Keep the animal warm and still; offer small amounts of water; monitor breathing rate and gum colour.,Vitamin B supplementation; Electrolyte correction therapy (based on blood panel). Final selection based on clinical assessment.
cow,"selenium responsive infertility, cows conceiving late, repeat breeders, low blood selenium herd",Selenium Deficiency (Reproductive),Nutritional,"Dystosel or Bo-Se injection pre-breeding, Oral selenium supplement, Selenium bolus, Blood selenium survey, Review soil selenium",,
cow,"beef cattle with mineral lick not available, cobalt deficiency on blood test, poor production",Cobalt Deficiency (Herd Level),Nutritional,"Cobalt/Selenium/Iodine bolus (Cosecure), In-feed cobalt sulfate, Vitamin B12 injectable 1000mcg, Provide mineral lick ad lib",,
cow,"milk drop across whole dairy herd following wet summer, energy negative balance, body condition loss",Negative Energy Balance (Herd),Metabolic/Nutritional,"Review ration energy density, Increase concentrate intake, Rumen-protected fat, Monensin, Body condition score program, Ketosis monitoring",,
cow,"spring grass hypomagnesaemia risk, cattle turned out on lush grass, management intervention needed",Hypomagnesaemia Prevention,Metabolic/Preventive,"Cal-Mag mineralised buckets, Magnesium oxide in feed, Hi-Mag cattle nuts, Delay turning out to grass, Supplemental Mg in water trough",Keep the animal warm and still; offer small amounts of water; monitor breathing rate and gum colour.,"Pharmacological therapy as determined by veterinary assessment; adjust based on body weight, severity, and diagnostic findings."
cow,"ingestion of toxic grass awns causing oesophageal perforation, swelling at throat, subcutaneous emphysema",Oesophageal Perforation / Choke,GI/Traumatic,"Remove obstruction via probang, Penicillin G IV, NSAIDs, Soft food diet, Surgical repair if perforated, IV fluids",Apply gentle direct pressure to any bleeding wound with a clean cloth; immobilise injured limb; keep warm and still during transport.,"Fluid therapy (e.g., Crystalloid IV, Ringer's Lactate); NSAID analgesic therapy (e.g., Meloxicam, Carprofen); Surgical intervention (based on clinical assessment). Final selection based on clinical assessment."
cow,"cow with recurrent LDA after first correction, second LDA 3 weeks post-surgery, abomasopexy failure",Recurrent LDA,GI/Surgical,"Repeat surgical correction with more secure omentopexy, Address underlying ketosis aggressively, High-fiber transition diet",Keep the animal calm and warm; restrict movement; monitor vital signs; transport to a veterinary clinic promptly.,Surgical intervention (based on clinical assessment). Final selection based on clinical assessment.
cow,"cow with fluid sounds in right abdomen, cecal dilation suspected, mild colic, reduced feces",Cecal Dilation (Mild),GI,"Conservative: exercise, Laxatives (Epsom salts 500g), IV fluids, NSAIDs, Monitor closely - surgery if not resolving in 12-24hr",,
cow,"esophageal groove dysfunction causing rumen drinking in calf, rumen distension with milk, bloat",Ruminal Drinking (Rumen Bypass Failure),GI/Neonatal,"Copper sulfate 30ml of 10% solution via bottle (stimulates groove), Rumen lavage, Modify feeding method, Warm milk, Smaller frequent feeds",,
cow,"liver fluke burden found on post-mortem inspection at abattoir, herd management revision needed",Liver Fluke (Abattoir Finding),Parasitic/Hepatic,"Triclabendazole at housing, Albendazole/Closantel in spring, Strategic fluke control program, Drain wet areas, Metacercariae control",,
cow,"pinkeye outbreak in beef herd at pasture, multiple cattle with opaque eyes, summer",IBK Herd Outbreak,Bacterial,"Oxytetracycline 20mg/kg IM SID x 3 days ALL affected, Subconjunctival penicillin individual cases, Pour-on fly control (cypermethrin), IBK vaccine (Piliguard) preventive",Clean any visible wounds with mild antiseptic; isolate from other animals; prevent the animal from licking affected areas.,"Pharmacological therapy as determined by veterinary assessment; adjust based on body weight, severity, and diagnostic findings."
cow,"EBL - Enzootic Bovine Leukosis, large lymph nodes, lymphoma in various organs on post-mortem",Enzootic Bovine Leukosis (BVL),Viral/Neoplastic,"No treatment, Test and cull infected cattle, Notify authorities (notifiable in EU), Do not use blood-contaminated needles between cattle",,
cow,"outbreak of high fever, salivation, depression in multiple countries, Rinderpest-like disease",Peste des Petits Ruminants (PPR) - Bovine,Viral (Notifiable),"Notify authorities IMMEDIATELY, No treatment, Ring vaccination, Movement ban, PPR vaccination",,
cow,"cattle with severe respiratory signs and neurological signs in summer, BTV8 suspected",Bluetongue Virus 8 Outbreak,Viral (Notifiable),"Notify authorities, Supportive treatment, Insect vector control, Bluetongue vaccination, Movement restrictions",Isolate the animal; keep warm and calm; offer small amounts of water to prevent dehydration; do not force-feed.,"Pharmacological therapy as determined by veterinary assessment; adjust based on body weight, severity, and diagnostic findings."
cow,"multiple cows in late pregnancy with fever, abortion, placenta retained, Q fever suspect",Q Fever (Coxiella burnetii),Bacterial (Zoonotic),"Oxytetracycline 20mg/kg IM, Notify public health authorities, Zoonotic risk to farm workers, Vaccination in some countries (Coxevac)",,
cow,"neonatal calf hypothermia, core body temperature 34C, found in cold field, weak unable to stand",Neonatal Hypothermia,Environmental/Neonatal,"Warm water immersion (40C) or warm barn, Hair dryer, Oral glucose electrolytes, IV dextrose 5% if not suckling, Colostrum via tube once warm",Wrap in warm blankets; apply gentle warmth (warm water bottles wrapped in cloth); offer warm fluids if conscious.,Electrolyte correction therapy (based on blood panel). Final selection based on clinical assessment.
cow,"twin calf born small, alive but weak, co-twin died, requires intensive nursing care",Weaker Twin Calf Syndrome,Neonatal,"Tube colostrum immediately, Warm environment, IV dextrose if hypoglycaemic, Vitamin B12, Monitor closely first 24-48hr",Keep the animal calm and warm; restrict movement; monitor vital signs; transport to a veterinary clinic promptly.,Vitamin B supplementation; Iron supplementation therapy. Final selection based on clinical assessment.
cow,"calf with entropion (inturned eyelid), corneal irritation, lacrimation, squinting from birth",Neonatal Entropion,Congenital/Ophthalmological,"Manual eversion of lid (temporary suture or clip), Antibiotic eye ointment, Surgical correction if not resolving, Genetic culling",Keep the animal calm and warm; restrict movement; monitor vital signs; transport to a veterinary clinic promptly.,Broad-spectrum antibiotic therapy (based on culture and sensitivity); Surgical intervention (based on clinical assessment). Final selection based on clinical assessment.
cow,"neonatal septicaemia, calf found weak and jaundiced at 36 hours, blood culture E.coli",E. coli Neonatal Septicaemia,Bacterial/Neonatal,"Enrofloxacin 2.5mg/kg IM BID, Amoxicillin 15mg/kg IM BID, IV fluids (saline + glucose), Hyperimmune plasma if available, Intensive nursing",Clean any visible wounds with mild antiseptic; isolate from other animals; prevent the animal from licking affected areas.,"Fluid therapy (e.g., Crystalloid IV, Ringer's Lactate); Fluoroquinolone antibiotic therapy (e.g., Enrofloxacin); Broad-spectrum antibiotic therapy (e.g., Amoxicillin-Clavulanate). Final selection based on clinical assessment."
cow,"calf with persistent patent urachus, urine dripping from navel, wet navel, infection risk",Patent Urachus,Congenital/Urological,"Surgical ligation of urachus, Iodine cauterization mild cases, Penicillin G prophylaxis, Monitor for secondary infection",Keep the animal calm and warm; restrict movement; monitor vital signs; transport to a veterinary clinic promptly.,Surgical intervention (based on clinical assessment). Final selection based on clinical assessment.
cow,"bovine papular stomatitis, round lesions in oral cavity and muzzle, parapoxvirus, handlers at risk",Bovine Papular Stomatitis,Viral/Zoonotic,"Self-limiting, NSAIDs if painful, Good hygiene for handlers, Gloves and hand-washing, Zoonotic to immunosuppressed humans",Isolate the animal; keep warm and calm; offer small amounts of water to prevent dehydration; do not force-feed.,"NSAID analgesic therapy (e.g., Meloxicam, Carprofen). Final selection based on clinical assessment."
cow,"photosensitization in Hereford cattle, white-faced breeds affected, sporidesmin exposure on ryegrass",Facial Eczema (White-faced breeds),Toxicological/Dermatological,"Zinc bolus or 2g Zn/cow/day in water, Shade provision, Move from spore-contaminated pasture, Zinc oxide sunblock, Monitor liver enzymes GGT",,
cow,"multiple skin nodules developing over weeks, LSD-like lesions, Pseudo-lumpy skin disease or LSD differential",Lumpy Skin Disease Differential,Viral,"Collect skin biopsy for PCR, Notify authorities if LSD suspected, NSAIDs supportive, Antibiotics for secondary infection, Insect control",Isolate the animal; keep warm and calm; offer small amounts of water to prevent dehydration; do not force-feed.,"NSAID analgesic therapy (e.g., Meloxicam, Carprofen); Broad-spectrum antibiotic therapy (based on culture and sensitivity). Final selection based on clinical assessment."
cow,"udder edema in fresh cow, very swollen painful udder, heat and firmness, pre-calving swelling",Udder Edema (Pre/Post-calving),Physiological/Circulatory,"Furosemide 0.5-1mg/kg IM BID x 2-3 days, Udder massage, Frequent milking, Reduce sodium in diet pre-calving, Selenium/Vitamin E",,
cow,"perivaginal abscess, painful swelling beside vulva, fever, post-calving, cow straining",Perivaginal Abscess,Bacterial,"Lance and drain, Penicillin G BID x 5-7 days, Flush cavity with dilute chlorhexidine, NSAIDs, Check uterus concurrently",Clean any visible wounds with mild antiseptic; isolate from other animals; prevent the animal from licking affected areas.,"NSAID analgesic therapy (e.g., Meloxicam, Carprofen). Final selection based on clinical assessment."
cow,"aortic thrombosis in adult cow, acute onset lameness multiple legs, weak pulses, hindquarter ischemia",Aortic Thrombosis (Caudal Vena Cava),Vascular,"Anticoagulants (Heparin), NSAIDs, IV fluids, Prognosis very poor, Euthanasia often necessary, Post-mortem confirms diagnosis",,
cow,"suspected lymphosarcoma in adult cow, enlarged lymph nodes, weight loss, Johne's negative",Lymphosarcoma / Bovine Leukosis,Viral/Neoplastic,"EBL test, No treatment, Evaluate for culling, Notify authorities, Post-mortem confirmation",Isolate the animal; keep warm and calm; offer small amounts of water to prevent dehydration; do not force-feed.,"Pharmacological therapy as determined by veterinary assessment; adjust based on body weight, severity, and diagnostic findings."
cow,"exophthalmos in adult cow, unilateral eye proptosis, lymphoma behind orbit, EBL positive",Retrobulbar Lymphoma,Viral/Neoplastic,"EBL test, Enucleation palliative, No treatment for underlying lymphoma, Culling recommended",Isolate the animal; keep warm and calm; offer small amounts of water to prevent dehydration; do not force-feed.,"Pharmacological therapy as determined by veterinary assessment; adjust based on body weight, severity, and diagnostic findings."
cow,"anaphylaxis after penicillin injection, sudden collapse, urticaria, labored breathing",Drug-Induced Anaphylaxis,Allergic/Iatrogenic,"Epinephrine 5ml 1:1000 solution IM immediately, Dexamethasone 40mg IV, Antihistamine, IV fluids, Oxygen, Future: avoid penicillin",Keep the animal flat; monitor airway; transport immediately; note the likely trigger for the vet.,"Fluid therapy (e.g., Crystalloid IV, Ringer's Lactate); Corticosteroid therapy (e.g., Prednisolone); Emergency vasopressor therapy (e.g., Epinephrine); Supplemental oxygen therapy. Final selection based on clinical assessment."
cow,"teat with black tip, gangrenous mastitis early, cow febrile, quarter cold and dark",Gangrenous Mastitis (Early),Bacterial/Mammary,"Penicillin G + Oxytetracycline IV, IV fluids, NSAIDs, Quarter amputation may be needed, Prognosis poor",,
cow,"cow with hard swelling at throat, actinobacillosis of the jaw bones, tongue affected woodentongue",Actinobacillosis / Wooden Tongue,Bacterial (Actinobacillus),"Sodium iodide 70mg/kg IV, Repeat weekly x 3 doses, Penicillin G, Iodine-containing mineral lick, Response usually good",Clean any visible wounds with mild antiseptic; isolate from other animals; prevent the animal from licking affected areas.,"Pharmacological therapy as determined by veterinary assessment; adjust based on body weight, severity, and diagnostic findings."
cow,"actinomycosis of mandible, hard bony swelling of jaw, lumpy jaw, bovine actinomycosis",Actinomycosis (Lumpy Jaw),Bacterial (Actinomyces),"Sodium iodide 70mg/kg IV, Surgical drainage if abscessed, Long-term Penicillin G, Iodine supplement, Prognosis fair - bone involvement",,
cow,"grass staggers / ryegrass staggers, ataxia, tremors on exercise, fungal endophyte in perennial ryegrass",Ryegrass Staggers,Fungal/Neurological,"Remove from offending pasture, Supportive care, Self-limiting usually, Avoid stress, Multi-B vitamins, Sodium molybdate not useful",Keep affected skin area clean and dry; prevent scratching; wear gloves when handling; wash hands thoroughly after contact.,"Pharmacological therapy as determined by veterinary assessment; adjust based on body weight, severity, and diagnostic findings."
cow,"outbreak of milkers nodule in dairy cows on teats, parapoxvirus, mildly contagious to milkers",Milker's Nodule / Pseudocowpox,Viral/Mammary,"Self-limiting, NSAIDs for discomfort, Good hygiene, Gloves for milkers, Teat dipping with iodophor, Zoonotic lesions on milker hands",Isolate the animal; keep warm and calm; offer small amounts of water to prevent dehydration; do not force-feed.,"NSAID analgesic therapy (e.g., Meloxicam, Carprofen). Final selection based on clinical assessment."
cow,"bovine spongiform encephalopathy (BSE) suspect, progressive ataxia, change in behavior, adult cow, post-1980",BSE Suspect,Prion/Neurological (Notifiable),"NOTIFY AUTHORITIES IMMEDIATELY, Euthanasia, Post-mortem brain for testing, No treatment exists, Strict SRM removal protocols",Prevent the animal from injuring itself; keep the environment quiet and dim; do not restrain forcefully during a seizure.,"Pharmacological therapy as determined by veterinary assessment; adjust based on body weight, severity, and diagnostic findings."
cow,"vesicular disease with blisters on teats and interdigital space, workers also affected, FMD differential",Vesicular Stomatitis (FMD differential),Viral (Notifiable),"NOTIFY AUTHORITIES, Differentiate from FMD by serology/virus isolation, Supportive care, VS is less severe than FMD",,
cow,"chronic weight loss, pot belly, wool break (hair coat change), Johne's suspect but also thin BCS",Johne's Disease (Early Stage),Bacterial (Mycobacterium),"ELISA test, Fecal PCR, Test and cull program initiation, No treatment, Review colostrum management, Herd control plan",,
cow,"sudden deaths in adult cattle, blackleg lesion typical on hindquarters, crackle on palpation, summer",Blackleg (Young Cattle),Bacterial (Clostridial),"Vaccinate survivors (Heptavac-P), Penicillin G contacts, Do NOT cut open carcass - spore risk, Bury or burn carcass, Notify vet",,
cow,"cattle with rough hair coat, potbelly, low performance, heavy GI nematode burden, PGE",Parasitic Gastroenteritis (PGE),Parasitic,"Ivermectin 0.2mg/kg SC, Doramectin, Fenbendazole 7.5mg/kg PO, Strategic dosing program, Resistance testing, Rotate anthelmintics",,
cow,"shipping fever following long transit to new farm, multiple calves with fever and pneumonia on arrival",Transit/Shipping Fever,Bacterial/Viral/Stress,"Metaphylactic Tulathromycin 2.5mg/kg SC on arrival, NSAIDs, Monitor temperature daily, Reduce crowding and stress, Isolation pen",Isolate the animal; keep warm and calm; offer small amounts of water to prevent dehydration; do not force-feed.,"NSAID analgesic therapy (e.g., Meloxicam, Carprofen). Final selection based on clinical assessment."
cow,"hypocalcaemia recurring in fifth-lactation cow despite IV treatment, subclinical milk fever",Recurrent Hypocalcaemia,Metabolic,"DCAB diet (anionic salts) pre-calving, Chloride/sulphate supplementation, Oral calcium drench at calving, Vitamin D3 injection 7 days before calving",Keep the animal warm and still; offer small amounts of water; monitor breathing rate and gum colour.,Electrolyte correction therapy (based on blood panel). Final selection based on clinical assessment.
cow,"bovine viral leukocyte antigen, immune suppression in BVD-PI animal, disease complex in herd",BVD PI-Associated Immunosuppression,Viral,"Identify and remove ALL PI animals via PCR ear tag testing, Biosecurity for incoming animals, Vaccination of whole herd, Investigate any PI born",Isolate the animal; keep warm and calm; offer small amounts of water to prevent dehydration; do not force-feed.,"Pharmacological therapy as determined by veterinary assessment; adjust based on body weight, severity, and diagnostic findings."
cow,"milk replacer scours in calf, watery diarrhea after formula change, abomasal bloat, feeding management",Nutritional Calf Scours (Milk Replacer),Nutritional/GI,"Oral electrolytes replace milk feed for 24-48hr, Do not starve completely, Correct milk temperature and concentration, Change formula gradually",,
cow,"post-calving paralysis without hypocalcemia, obturator nerve damage during calving, hindlimb splayed",Obturator Nerve Paralysis,Neurological,"Hobble hindlimbs together, Deep bedding, Roll cow to prevent myopathy, NSAIDs, Physiotherapy, Prognosis depends on severity",Prevent the animal from injuring itself; keep the environment quiet and dim; do not restrain forcefully during a seizure.,"NSAID analgesic therapy (e.g., Meloxicam, Carprofen). Final selection based on clinical assessment."
cow,"tick-borne disease in imported cattle, Theileria parva (East Coast Fever), bloody diarrhea, lymph nodes swollen",East Coast Fever (Theileriosis),Parasitic (Tick-borne),"Buparvaquone (Butalex) 2.5mg/kg IM, Supportive fluids, Tetracycline for secondary infection, Tick control (Amitraz dips), Vaccination in endemic areas",,
